# File S5. Bacterial ASV abundance table of top5 high-scoring families for 28 coral colonies.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ASV0004,ASV0006,ASV0010,ASV0017,ASV0019,ASV0020,ASV0021,ASV0023,ASV0024,ASV0025,ASV0027,ASV0035,ASV0040,ASV0055,ASV0061,ASV0088,ASV0098,ASV0101,ASV0102,ASV0108,ASV0111,ASV0114,ASV0120,ASV0144,ASV0146,ASV0162,ASV0198,ASV0209,ASV0252,ASV0256,ASV0270,ASV0284,ASV0299,ASV0310,ASV0338,ASV0342,ASV0343,ASV0354,ASV0361,ASV0379,ASV0392,ASV0400,ASV0404,ASV0421,ASV0429,ASV0445,ASV0448,ASV0473,ASV0511,ASV0516,ASV0549,ASV0579,ASV0658,ASV0749,ASV0755,ASV0759,ASV0779,ASV0781,ASV0783,ASV0801,ASV0850,ASV0854,ASV0911,ASV0926,ASV0974,ASV0979,ASV0982,ASV0986,ASV1021,ASV1023,ASV1044,ASV1115,ASV1118,ASV1130,ASV1176,ASV1241,ASV1274,ASV1282,ASV1294,ASV1298,ASV1313,ASV1314,ASV1326,ASV1340,ASV1354,ASV1380,ASV1381,ASV1392,ASV1423,ASV1445,ASV1480,ASV1493,ASV1498,ASV1505,ASV1530,ASV1531,ASV1559,ASV1562,ASV1576,ASV1582,ASV1605,ASV1606,ASV1687,ASV1721,ASV1726,ASV1734,ASV1763,ASV1780,ASV1815,ASV1823,ASV1866,ASV1879,ASV1910,ASV1959,ASV1996,ASV1997,ASV2026,ASV2036,ASV2100,ASV2101,ASV2107,ASV2108,ASV2109,ASV2142,ASV2149,ASV2150,ASV2176,ASV2198,ASV2232,ASV2241,ASV2242,ASV2243,ASV2260,ASV2275,ASV2311,ASV2352,ASV2370,ASV2395,ASV2396,ASV2397,ASV2440,ASV2441,ASV2442,ASV2445,ASV2457,ASV2481,ASV2504,ASV2523,ASV2572,ASV2573,ASV2574,ASV2586,ASV2639,ASV2640,ASV2641,ASV2682,ASV2700,ASV2701,ASV2717,ASV2756,ASV2777,ASV2778,ASV2779,ASV2780,ASV2781,ASV2825,ASV2844,ASV2857,ASV2858,ASV2860,ASV2881,ASV2910,ASV2939,ASV2943,ASV3000,ASV3008,ASV3035,ASV3038,ASV3066,ASV3067,ASV3089,ASV3091,ASV3111,ASV3242,ASV3243,ASV3245,ASV3269,ASV3363,ASV3364,ASV3400,ASV3477,ASV3478,ASV3517,ASV3608,ASV3609,ASV3675,ASV3722,ASV3723,ASV3724,ASV3725,ASV3831,ASV3832,ASV3869,ASV3870,ASV3872,ASV3874,ASV3916,ASV3971,ASV4021,ASV4022,ASV4062,ASV4069,ASV4120,ASV4162,ASV4164,ASV4165,ASV4166,ASV4303,ASV4310,ASV4311,ASV4312,ASV4313,ASV4442,ASV4444,ASV4486,ASV4559,ASV4561,ASV4562,ASV4569,ASV4570,ASV4571,ASV4572,ASV4573,ASV4574,ASV4576,ASV4577,ASV4649,ASV4662
AF_G04,2575,533,433,1068,990,183,960,868,166,173,147,385,148,319,189,34,52,0,127,56,47,55,10,0,61,48,0,0,18,0,0,40,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF_G05,821,151,163,298,312,55,293,303,46,74,56,118,49,218,66,38,33,0,63,13,8,22,2,0,34,12,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF_G06,510,99,106,236,190,39,210,169,26,34,30,65,45,393,42,24,63,0,82,0,0,26,0,0,24,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,8,0,0,0,0,0,0,0,0,15,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF_G07,1957,393,322,846,812,132,766,648,121,150,122,306,131,429,167,106,73,0,77,13,22,56,8,0,112,31,0,0,0,0,0,32,78,0,0,0,0,0,0,47,0,0,0,0,25,0,0,0,0,23,16,0,0,11,0,0,0,0,0,14,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ExT_G01,2928,2953,2947,1357,1103,1041,609,908,942,1053,954,757,973,21,231,205,0,0,47,412,236,201,21,0,123,83,0,63,56,0,0,66,140,0,0,28,54,106,0,0,0,0,0,0,0,0,0,28,0,0,42,20,0,0,0,0,0,0,57,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,43,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PrT_G01,472,507,490,266,197,214,181,149,176,215,159,119,160,0,32,97,0,0,0,36,35,31,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ExT_G02,527,961,838,312,206,366,177,196,349,328,332,151,241,141,0,36,155,0,27,36,52,21,31,0,15,16,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PrT_G02,874,1215,1130,344,313,396,293,287,403,413,366,187,311,0,56,53,0,0,0,48,70,49,19,0,27,18,0,37,0,0,0,13,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ExT_G03,6613,5273,5024,2522,2128,1703,2232,1972,1472,1632,1493,1192,890,24,419,220,22,0,13,217,71,179,202,0,142,79,0,107,27,0,17,0,217,105,0,0,118,0,0,72,0,0,0,0,0,43,0,52,0,0,28,0,0,10,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PrT_G03,1943,1068,1103,1081,724,463,632,611,383,409,367,262,269,0,178,139,0,0,0,96,125,94,35,0,25,12,0,0,0,0,0,15,0,42,0,0,0,10,0,0,0,0,0,0,23,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ExT_G04,4069,2813,2416,1803,1242,875,1056,1148,806,760,670,732,812,48,286,217,34,0,24,245,125,121,84,0,42,71,0,53,30,0,65,44,0,35,0,0,21,32,0,53,17,0,0,0,15,0,0,16,0,0,18,0,0,0,0,0,17,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
