,ASV00001,ASV00002,ASV00003,ASV00004,ASV00005,ASV00006,ASV00007,ASV00008,ASV00009,ASV00010,ASV00011,ASV00012,ASV00013,ASV00014,ASV00015,ASV00016,ASV00017,ASV00018,ASV00019,ASV00020,ASV00021,ASV00022,ASV00023,ASV00024,ASV00025,ASV00026,ASV00027,ASV00028,ASV00029,ASV00030,ASV00031,ASV00032,ASV00033,ASV00034,ASV00035,ASV00036,ASV00037,ASV00038,ASV00039,ASV00040,ASV00041,ASV00042,ASV00043,ASV00044,ASV00045,ASV00046,ASV00047,ASV00048,ASV00049,ASV00050,ASV00051,ASV00052,ASV00053,ASV00054,ASV00055,ASV00056,ASV00057,ASV00058,ASV00059,ASV00060,ASV00061,ASV00062,ASV00063,ASV00064,ASV00065,ASV00066,ASV00067,ASV00068,ASV00069,ASV00070,ASV00071,ASV00072,ASV00073,ASV00074,ASV00075,ASV00076,ASV00077,ASV00078,ASV00079,ASV00080,ASV00081,ASV00082,ASV00083,ASV00084,ASV00085,ASV00086,ASV00087,ASV00088,ASV00089,ASV00090,ASV00091,ASV00092,ASV00093,ASV00094,ASV00095,ASV00096,ASV00097,ASV00098,ASV00099,ASV00100,ASV00101,ASV00102,ASV00103,ASV00104,ASV00105,ASV00106,ASV00107,ASV00108,ASV00109,ASV00110,ASV00111,ASV00112,ASV00113,ASV00114,ASV00115,ASV00116,ASV00117,ASV00118,ASV00119,ASV00120,ASV00121,ASV00122,ASV00123,ASV00124,ASV00125,ASV00126,ASV00127,ASV00128,ASV00129,ASV00130,ASV00131,ASV00132,ASV00133,ASV00134,ASV00135,ASV00136,ASV00137,ASV00138,ASV00139,ASV00140,ASV00141,ASV00142,ASV00143,ASV00144,ASV00145,ASV00146,ASV00147,ASV00148,ASV00149,ASV00150,ASV00151,ASV00152,ASV00153,ASV00154,ASV00155,ASV00156,ASV00157,ASV00158,ASV00159,ASV00160,ASV00161,ASV00162,ASV00163,ASV00164,ASV00165,ASV00166,ASV00167,ASV00168,ASV00169,ASV00170,ASV00171,ASV00172,ASV00173,ASV00174,ASV00175,ASV00176,ASV00177,ASV00178,ASV00179,ASV00180,ASV00181,ASV00182,ASV00183,ASV00184,ASV00185,ASV00186,ASV00187,ASV00188,ASV00189,ASV00190,ASV00191,ASV00192,ASV00193,ASV00194,ASV00195,ASV00196,ASV00197,ASV00198,ASV00199,ASV00200,ASV00201,ASV00202,ASV00203,ASV00204,ASV00205,ASV00206
GRP-04,0.0413248627644483,0.00234379818664035,0,0.0616172207487818,0.00622956886449146,0.0081416147535928,0.00240547708628878,0.142416579288226,0.0093751927465614,0.00160365139085919,0,0,0.0020354036883982,0,0.418738049713193,0.00104854129402331,0,0,0.000431752297539012,0,0.00148029359156233,0.000493431197187442,0.000185036698945291,0.000431752297539012,0,0.00474927527292913,0,0,0.0149262937149201,0,0.000246715598593721,0,0.0672916795164374,0.0870906063035836,0,0,0,0,0,0.000370073397890582,0,0.00117189909332018,0,0.00104854129402331,0,0,0.0032689816813668,0.0191204588910134,0,0.000123357799296861,0.000123357799296861,0,0,0,0,0,0,0,0,0.000123357799296861,0.000123357799296861,6.16788996484303E-05,0,0.0196138900882008,0.000185036698945291,0.00789489915499908,0,0,0,0,0,0,0,0,0.00191204588910134,0,0.00129525689261704,0,0.000246715598593721,0.000185036698945291,0,0.000123357799296861,0,0,0.000308394498242151,0.000185036698945291,0,0,0,0,0,0.00505766977117128,0,0,0,0,0.000185036698945291,0,0.00986862394374884,0,0.000370073397890582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441004132486276,0,0.000123357799296861,0,0,0,0.000616788996484303,0.000185036698945291,0.00573613766730402,0,0,0,0,0,0,0,0,0,0,0,0.000123357799296861,0,0.000123357799296861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000123357799296861,0,0,0,0.000308394498242151,0,0,0,0.000986862394374884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLNF-09,0.00586458148213968,0.000355429180735738,0.000355429180735738,0.713701794917363,0.0023102896747823,0.000355429180735738,0.00177714590367869,0.000710858361471477,0.00319886262662165,0,0,0,0.00177714590367869,0,0.0170606006753154,0,0,0,0.00142171672294295,0,0,0,0,0.00337657721698952,0,0.000888572951839346,0,0,0,0,0,0,0.0630886795805936,0.0941887328949707,0,0,0.000710858361471477,0,0,0.000533143771103608,0,0.00568686689177182,0,0,0,0,0.00355429180735738,0.0135063088679581,0,0.000355429180735738,0,0,0,0.000355429180735738,0,0,0,0.000355429180735738,0,0,0,0,0,0.00657543984361116,0,0.00319886262662165,0,0,0,0,0,0,0,0,0.00319886262662165,0,0.0202594633019371,0,0.000355429180735738,0,0.000355429180735738,0,0,0,0.000710858361471477,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00533143771103608,0,0,0,0,0,0,0,0,0,0.000355429180735738,0,0.000355429180735738,0,0,0,0,0,0,0,0,0,0,0,0.0177714590367869,0,0,0,0,0,0.00444286475919673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00124400213257508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000355429180735738,0,0,0,0
GRP-13,0.0567416186378765,0.00243526260248397,0.00105528046107639,0.163406120626674,0.013718645993993,0.014936277295235,0.00178585924182158,0.0793083854208946,0.0079551911681143,0,0,0.000162350840165598,0.0143680493546554,0,0.162432015585681,0.00527640230538193,0,0,0.00162350840165598,0.00073057878074519,0.00227291176231837,0,0.00227291176231837,0.00478934978488514,0,0.0127445409529994,0.00503287604513353,0.000487052520496794,0.00259761344264957,0,0.00519522688529913,0.00073057878074519,0.115756149038071,0.0499228833509213,0.000568227940579593,0,0.000405877100413995,0,0.00105528046107639,0,0.000974105040993587,0.00324701680331196,0.000568227940579593,0.00527640230538193,0.000487052520496794,0.000162350840165598,0.0073057878074519,0.0899423654517412,0.000162350840165598,0.000405877100413995,0.00194821008198717,0,0.000405877100413995,0.000243526260248397,0,0.000324701680331196,0.000811754200827989,0,0,0.000162350840165598,0.000568227940579593,0.00129880672132478,0,0.0073869632275347,0.000162350840165598,0.00462699894471954,0,0,0,0,0.00178585924182158,0,0,0,0.00430229726438834,0,0.0172903644776362,0.00073057878074519,0,0.00113645588115919,0.00162350840165598,0.000974105040993587,0.000405877100413995,0,0.00357171848364315,0.000324701680331196,0,0,0.000324701680331196,0,0,0,0,0,0.000568227940579593,0,0.000324701680331196,0,0.017371539897719,0.000892929620910788,0,0,0,0,0.000649403360662391,0,0,0,0,0.000487052520496794,0.000649403360662391,0,0,0.000405877100413995,0,0,0.000162350840165598,0,0.000243526260248397,0.000162350840165598,0,0.000243526260248397,0.0659144411072327,0,0.000568227940579593,0,0,0,0.00397759558405715,0.000324701680331196,0.0114457342316746,0,0,0.000974105040993587,0,0,0,0,0,0,0,0,0.00137998214140758,0,0,0,0,0,0.000405877100413995,0,0.000243526260248397,0,0,0,0,8.11754200827989E-05,0,0,0,0.000162350840165598,0,0,0.00073057878074519,0,0,0,0,0,0,0.000243526260248397,0.000487052520496794,0.000162350840165598,0,0,0,0,0,0,0,0.000405877100413995,0.000892929620910788,0.000162350840165598,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000162350840165598,0,0.000162350840165598,0,0,0,0.000243526260248397,0,0,0,0
LSSP-01,0.00819186735096723,0,0.00019739439399921,0.00217133833399131,0.00148045795499408,0.00355309909198579,0.000888274772996447,0.0831030398736676,0.00434267666798263,0.0093762337149625,0,0.000986971969996052,0.000789577575996842,0.00019739439399921,0.132846427161469,0,0,0,0.00394788787998421,0.00019739439399921,0.000986971969996052,0,0,0.00227003553099092,0,0.00019739439399921,0,0,0.000690880378997236,0,0.00138176075799447,0,0.600473746545598,0.0524082116067904,0,0,0,0,0.00315831030398737,0,0,0.000789577575996842,0,0.000592183181997631,0,0,0.00256612712198974,0.0202329253849191,0.000394788787998421,0.00019739439399921,0,0,0,0,0,0.0390840900118437,0.00019739439399921,0,0,0,0.00019739439399921,0,0,0.012238452427951,0,0.000394788787998421,0,0,0,0.00019739439399921,0,0,0,0.000690880378997236,9.86971969996052E-05,0,0,0,0,0,0,0.00019739439399921,0,0,0.00019739439399921,0,0.00019739439399921,0,0,0,0,0.00019739439399921,0,0,0,0,0,0,0.0056257402289775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000789577575996842,0,0,0,0.00019739439399921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00019739439399921,0,0,0,0,0,0,0,0.000690880378997236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBC-17,0,0,0,4.0542458089234E-05,0,0.00352719385376335,0,0.0347651578115181,0,0,0,0,0,0,0.000486509497070807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000141898603312319,0.107761853601184,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77348928665545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0797470150615232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0542458089234E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSSP-03,0.00167280026764804,0.000836400133824021,0,0.007694881231181,0.0197390431582469,0.00501840080294413,0.00368016058882569,0.0618936099029776,0.00886584141853463,0,0,0.00217464034794246,0.00267648042823687,0,0.137838742054199,0.00368016058882569,0,0,0.00284376045500167,0,0.000334560053529609,0,0.000334560053529609,0.00100368016058883,0,0.00150552024088324,0,0,0.00301104048176648,0,0.000669120107059217,0,0.490799598527936,0.0505185680829709,0,0,0.000334560053529609,0,0.00133824021411843,0,0,0.000669120107059217,0,0.000836400133824021,0.000334560053529609,0,0.0110404817664771,0.120107059217129,0.000334560053529609,0.00167280026764804,0.00150552024088324,0,0,0,0,0.0142188022750084,0,0,0,0,0,0,0,0.0078621612579458,0,0.00217464034794246,0,0,0,0.000334560053529609,0,0,0,0,0.00100368016058883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000836400133824021,0.000836400133824021,0,0,0,0,0,0,0.0265975242556039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000334560053529609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000836400133824021,0,0,0,0
SLNF-06,0.00327304048234281,0.000344530577088717,0.000516795865633075,0.516106804478898,0.00258397932816538,0.00137812230835487,0.00146425495262705,0.00146425495262705,0.00301464254952627,0,0,0,0.0016365202411714,0,0.0128337639965547,0.000775193798449612,0,0,0,0,0,0,0,0.000861326442721792,0,0,0,0,0.00137812230835487,0,0.000430663221360896,0,0.280103359173127,0.0805340223944875,0,0,0.000516795865633075,0,0,0,0,0,0,0,0.000172265288544358,0,0.00465116279069767,0.0082687338501292,0,0.000861326442721792,0.000689061154177433,0,0,0,0,0,0,0.000172265288544358,0,0,0.000947459086993971,0,0,0.00422049956933678,0,0.00172265288544358,0,0,0,0,0,0.000172265288544358,0,0,0.0130060292850991,0,0.00301464254952627,0,0.000602928509905254,0,0,0,0,0,0.000516795865633075,0,0,0,0,0,0,0.00137812230835487,0.000172265288544358,0,0,0.000430663221360896,0,0,0.00973298880275625,0,0.000516795865633075,0,0,0,0,0,0,0,0.00284237726098191,0,0.000947459086993971,0,0,0,0,0,0,0,0,0,0,0,0.0177433247200689,0,0,0,0,0,0.0150732127476314,0.000172265288544358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00275624461670973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRP-09,0.0482016751519133,0.00114961405813763,0.000410576449334866,0.236984726556085,0.0109213335523074,0.0165051732632616,0.00106749876827065,0.0331745771062572,0.0243882410904911,0,0,0,0.00722614550829364,0,0.0862210543603219,0.00500903268188537,0,0,0.00385941862374774,0.000574807029068813,0.00221711282640828,0.000164230579733946,0.00106749876827065,0.00541960913122023,0,0.0110034488421744,0,0.0045984562325505,0.0110034488421744,0,0.00451634094268353,0,0.0953358515355559,0.033749384135326,0.000164230579733946,0,0.000821152898669732,0,0.00147807521760552,0,0.0012317293480046,0.00279191985547709,0,0.00279191985547709,0.00156019050747249,0,0.00328461159467893,0.0356380358022664,0.000492691739201839,0.000903268188536706,0.0114961405813763,0,0.000164230579733946,0,0,0.00106749876827065,0.00106749876827065,0,0,0,0.00156019050747249,0.000164230579733946,0.000903268188536706,0.00279191985547709,0.000164230579733946,0.0209393989160782,0,0,0,0.000410576449334866,0.00131384463787157,0.000410576449334866,0.00024634586960092,0,0.00484480210215142,0.000410576449334866,0.0512399408769913,0,0.000164230579733946,0.000739037608802759,0.000574807029068813,0.00114961405813763,0.000739037608802759,0.00024634586960092,0.00312038101494498,0.000164230579733946,0,0,0,0,0,0.000164230579733946,0.00024634586960092,0.000492691739201839,0,0.00024634586960092,0.000164230579733946,0,0.0111676794219084,0.00147807521760552,0,0,0,0,0,0,0,0,0,0,0.00024634586960092,0,0.000492691739201839,0.000164230579733946,0,0.00024634586960092,0.000164230579733946,0,0.00024634586960092,0,0,0.000164230579733946,0.166694038429956,0.000492691739201839,0.00024634586960092,0,0.00024634586960092,0,0.00722614550829364,0.00024634586960092,0.00435211036294958,0,0,0,0,0.000164230579733946,0,0.000164230579733946,0,0,0,0,0.00024634586960092,0,0.000410576449334866,0,0,0,0,0,0.000410576449334866,0,0,0,0,0,0,0.00024634586960092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000164230579733946,0,0,0,0,0,0,0.000410576449334866,0,0,0,0,0,0,0,0.00024634586960092,0,0,0,0.000164230579733946,0,0,0,0.000164230579733946,0,0,0,0,0,0,0,0,0,0
GRP-10,0.00526071483831038,0.000928361442054773,0.000618907628036516,0.0580225901284233,0.00170199597710042,0.00139254216308216,0,0.0210428593532415,0.000773634535045644,0,0,0,0.000618907628036516,0,0.0561658672443138,0.000309453814018258,0,0,0,0,0.000618907628036516,0,0,0.0010830883490639,0,0,0,0.000309453814018258,0,0,0.000618907628036516,0.000309453814018258,0.611480736500077,0.0133065140027851,0,0,0.000309453814018258,0,0,0,0,0,0,0,0.000618907628036516,0,0.00123781525607303,0.0150085099798855,0,0,0.0410026303574192,0,0,0,0,0,0.000618907628036516,0,0,0,0.000464180721027387,0,0,0.00139254216308216,0,0,0,0,0,0,0,0,0,0,0.00278508432616432,0,0,0,0,0,0,0,0,0,0.000773634535045644,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00371344576821909,0,0,0,0,0,0,0,0,0,0.00293981123317345,0,0.000309453814018258,0,0,0,0,0,0,0,0,0,0,0,0.075661457527464,0,0.000309453814018258,0,0,0,0.000309453814018258,0,0.000618907628036516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0773634535045644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBC-09,0.00862895493767977,0.00767018216682646,0.0030893789283051,0.109087035261532,0.0322786832853947,0.0647704271865346,0.0021306061574518,0.0191754554170662,0.0116118035581123,0,0,0.000426121231490359,0.0271652285075104,0.00372856077554064,0.0987535953978907,0.00873548524555236,0,0.00234366677319697,0.0466602748481943,0.00276978800468733,0.00234366677319697,0.000852242462980718,0.00394162139128582,0.0159795461808885,0.00181101523383403,0.0193885160328113,0.000319590923617769,0,0.0120379247896026,0,0.00500692447001172,0,0.202727175881538,0.0741450942793225,0.000852242462980718,0.000639181847235539,0,0.00127836369447108,0.0110791520187493,0.000745712155108128,0.00351550015979546,0.0138489400234367,0,0.0205603494194098,0,0,0.00202407584957921,0.0303611377436881,0.0100138489400234,0.00479386385426654,0,0,0.000639181847235539,0.000319590923617769,0.00117183338659849,0.00021306061574518,0.000745712155108128,0.00223713646532438,0,0.000319590923617769,0.00575263662511985,0.000639181847235539,0.000426121231490359,0.00490039416213913,0.000639181847235539,0.00639181847235539,0.000745712155108128,0,0,0.00223713646532438,0.0158730158730159,0.00426121231490359,0,0.00021306061574518,0.00149142431021626,0,0.00671140939597315,0,0.00266325769681474,0,0.00021306061574518,0.0122509854053478,0.00021306061574518,0,0,0,0,0,0,0.000319590923617769,0,0,0.000319590923617769,0,0.00021306061574518,0.000426121231490359,0,0,0.00777671247469905,0,0.00255672738894215,0.000319590923617769,0,0,0.00181101523383403,0.00010653030787259,0.000639181847235539,0,0,0.000532651539362949,0.000532651539362949,0,0.00149142431021626,0,0,0.00170448492596144,0.000958772770853308,0,0.00010653030787259,0,0,0,0.00500692447001172,0.00117183338659849,0,0,0,0,0,0.00319590923617769,0,0,0,0.000426121231490359,0,0.000852242462980718,0.00021306061574518,0.000319590923617769,0,0,0,0,0.00021306061574518,0.000639181847235539,0.00021306061574518,0,0,0,0.00021306061574518,0,0,0.0010653030787259,0.000532651539362949,0,0,0,0,0.000745712155108128,0.000532651539362949,0,0,0.00021306061574518,0,0.00021306061574518,0,0.000319590923617769,0,0,0.000639181847235539,0,0,0,0.00330243954405028,0,0,0,0.00021306061574518,0,0.000319590923617769,0,0,0,0.00021306061574518,0,0,0,0,0,0,0,0,0,0,0,0.000426121231490359,0,0,0,0,0,0,0,0,0.000426121231490359,0,0
FCSP-04,0.00852580995194543,0.00713067741435436,0.00206686301865344,0.299436779827417,0.00713067741435436,0.0530150364284607,0.00227354932051878,0.0294011264403452,0.0125045212628533,0,0.00051671575466336,0.00155014726399008,0.0123495065364543,0.000465044179197024,0.0947139978297938,0.00697566268795536,0,0.00051671575466336,0.00428874076370589,0.00149847568852374,0.00692399111248902,0.0012917893866584,0.00227354932051878,0.0182400661396166,0.000155014726399008,0.0162765462718958,0,0.000361701028264352,0.0185500955924146,0,0.00232522089598512,0.000568387330129696,0.138428150674314,0.0577171497958973,0.000568387330129696,0,0,0,0.00263525034878313,0.00155014726399008,0.0025835787733168,0.00702733426342169,0.000103343150932672,0.0226321500542552,0,0,0.00501214282023459,0.0235105668371829,0.00077507363199504,0.00175683356585542,0.000878416782927712,0,0,0,0.000723402056528704,0.000981759933860383,0.000206686301865344,0.000155014726399008,0.000206686301865344,0.000465044179197024,0.000826745207461376,0.00475378494290291,0.000361701028264352,0.0106443445460652,0.00253190719785046,0.0107476876969979,0,0,0,0.000413372603730688,0.000878416782927712,0.000155014726399008,0.000103343150932672,0,0.000671730481062368,0,0.0375135637885599,0,0,0.000155014726399008,0.000930088358394047,0.00211853459411977,0.0012917893866584,0.000878416782927712,0.000103343150932672,0.00025835787733168,0,0,0.000155014726399008,0.000361701028264352,0.000103343150932672,0.000361701028264352,0.000103343150932672,0,0,0,0.000671730481062368,0,0.0147780705833721,0,0.000671730481062368,0.00025835787733168,0,0.000465044179197024,0.00165349041492275,0.00124011781119206,0,0.000155014726399008,0,0,0.000413372603730688,0,0.00025835787733168,0.000413372603730688,0.000103343150932672,0.00222187774505245,0.000361701028264352,0,0.000103343150932672,0.000465044179197024,0.0020151914431871,0.000155014726399008,0.00454709864103757,0.000206686301865344,0,0,0.000103343150932672,0.000103343150932672,0,5.1671575466336E-05,0.000206686301865344,0,0,0,0,0,0.000103343150932672,0.000206686301865344,0.00217020616958611,0,0,0,0.000103343150932672,0.00108510308479306,0.000155014726399008,0,0,0,0.000155014726399008,0,0,0,0.000310029452798016,0,0,0,0.000155014726399008,0,0,0,0,0,0,0.000310029452798016,0.000310029452798016,0,0.000103343150932672,0,0,0.00196351986772077,0,0.000413372603730688,0,0,0,0.00025835787733168,0,0,0,0,0,0,0,0.00361701028264352,0,0,0,0.000206686301865344,0,0,0.000103343150932672,0.000413372603730688,0,0,5.1671575466336E-05,0,0,0,0,0,0,0,0,0,0.00051671575466336,0
WBC-14,0.000242921536343761,0,0,0.00070177332721531,0.000188938972711814,5.39825636319469E-05,0,0.0013225728089827,0,0,0,0,5.39825636319469E-05,0,0.100002699128182,0,0,0,0,0,0,0,0,5.39825636319469E-05,0,0,0,0,0,0,5.39825636319469E-05,0,0.0390024022240816,0.857000188938973,0,0,0,0,0,0,0,0,0,0,0,0,0.000188938972711814,0.000404869227239602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000107965127263894,0,0,0,0,0,0,0,0,0,0,0,0,0.000350886663607655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000269912818159734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMC-05,0.00679828645930341,0.000279381635313839,0.000186254423542559,0.0484261501210654,0.201061650214193,0.169212143788415,0,0.000651890482398957,0.000745017694170237,0,0,0,0.00530825107096294,0,0.0234680573663625,0,0,0.000186254423542559,0.00288694356490967,0.000186254423542559,0,0,0,0.00251443471782455,0,0,0.000186254423542559,0.00586701434159061,0.000372508847085118,0,0.000465636058856398,0,0.410039113428944,0.0144347178245483,0,0,0.000186254423542559,0,0,0,0.000186254423542559,0.00335257962376606,0,0.0658409387222947,0,0,0.000279381635313839,0.00204879865896815,0,0.000465636058856398,0.000279381635313839,0,0,0.000186254423542559,0,0,0.000186254423542559,0,0,0,0.000279381635313839,0,0,0.000745017694170237,0,0.000372508847085118,0,0,0,0,0,0,0,0,0.00307319798845223,0,0.0118271558949525,0.00102439932948408,0.000838144905941516,0,0.000279381635313839,0.000745017694170237,0.00102439932948408,0,0,0,0,0,0,0.000186254423542559,0,0,0,0,0,0,0,0,0.00176941702365431,0,0,0,0,0,0,0,0,0,0.000186254423542559,0.00158316260011175,0,0.000465636058856398,0,0,0,0,0,0,0,0,0,0,0.00316632520022351,0,0,0,0,0,0.000186254423542559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000186254423542559,0,0,0,0,0,0,0,0,0,0,0,0,0.00558763270627677,0,0.000186254423542559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSSP-10,0.0137970137970138,0.00321300321300321,0.00160650160650161,0.345019845019845,0.00774900774900775,0.00907200907200907,0.00103950103950104,0.0620865620865621,0.00557550557550558,0.000189000189000189,0.000283500283500284,0.000850500850500851,0.0115290115290115,0.00359100359100359,0.183613683613684,0.00113400113400113,0,9.45000945000945E-05,0.00500850500850501,0.000378000378000378,0.0137970137970138,0.000189000189000189,0.00292950292950293,0.0110565110565111,0,0.00661500661500662,0,0.000850500850500851,0.000661500661500662,0,0.000567000567000567,0.000189000189000189,0.115384615384615,0.032980532980533,0.000378000378000378,0,0.00500850500850501,0.00122850122850123,0.00311850311850312,0.000189000189000189,0.00122850122850123,0.00264600264600265,0,0.00415800415800416,0.000472500472500473,0,0.00935550935550936,0.0132300132300132,0.00330750330750331,0.000567000567000567,0,0,0.00122850122850123,0,0.000378000378000378,0.0115290115290115,0.000661500661500662,0,9.45000945000945E-05,0.000189000189000189,0.000661500661500662,0.000283500283500284,0.000756000756000756,0.013986013986014,0.000378000378000378,0.000378000378000378,0,0,0,0.000661500661500662,0.00245700245700246,0,0,0,0.000378000378000378,0,0.00151200151200151,0,0.00122850122850123,0,0,0.000661500661500662,0,0.000189000189000189,0.0333585333585334,0,0.000283500283500284,0.00245700245700246,0,0,0.000189000189000189,0,0,9.45000945000945E-05,0.000189000189000189,0.000945000945000945,0.000567000567000567,0,0.0292950292950293,0.000189000189000189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000850500850500851,0.000283500283500284,0,0.000283500283500284,0.000189000189000189,0,0,0.000378000378000378,0.00103950103950104,0,0,0.000661500661500662,0,0,0.000283500283500284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.45000945000945E-05,0,0,0,0.00245700245700246,0,0,0,0,0,0.000378000378000378,0,0,0.000567000567000567,0.000283500283500284,0,0,0,0,0.000283500283500284,0,0,0.000189000189000189,0,0,0,0,0,0,0,0,0.000472500472500473,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000189000189000189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLNF-03,0.00619299628420223,0.00101339939196036,0,0.228915662650602,0.00157639905416057,0.00146379912172053,0.00101339939196036,0.00123859925684045,0.00180159891904065,0,0,0,0.00585519648688211,0,0.0103591937844837,0.000225199864880081,0,0,0.00608039635176219,0,0,0,0.000225199864880081,0.260331043801374,0,0,0.000450399729760162,0,0.000788199527080284,0,0.00698119581128251,0,0.233081860150884,0.0637315617610629,0,0,0.00709379574372255,0,0.00304019817588109,0,0,0.000225199864880081,0,0,0,0,0.00270239837856097,0.0100213939871636,0.000225199864880081,0.000450399729760162,0.00867019479788312,0,0,0,0.000225199864880081,0.000225199864880081,0.00236459858124085,0,0,0,0,0,0,0.00495439702736178,0,0.000900799459520324,0,0,0,0,0,0,0,0,0.00101339939196036,0,0.0120481927710843,0.000225199864880081,0.000675599594640243,0,0,0,0,0,0.00202679878392073,0,0,0,0,0.000225199864880081,0,0,0,0,0,0,0,0,0.008332395000563,0.000225199864880081,0,0,0,0,0,0,0,0,0.00912059452764328,0,0.00258979844612093,0,0,0,0,0,0.000225199864880081,0,0,0,0,0,0.0811845512892692,0,0.000225199864880081,0.000562999662200203,0,0,0.00191419885148069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000788199527080284,0,0,0,0,0,0,0,0,0,0,0.00157639905416057,0,0,0,0.000788199527080284,0,0,0,0.00315279810832114,0,0.000337799797320122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000337799797320122,0,0,0,0
