,Phylum,Class,Order,Family,Genus
ASV3943,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,
ASV3944,Proteobacteria,Gammaproteobacteria,,,
ASV3945,Proteobacteria,Gammaproteobacteria,,,
ASV3946,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas
ASV3947,Proteobacteria,Gammaproteobacteria,,,
ASV3948,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SS1-B-06-26,
ASV3949,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Amphritea
ASV3950,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Parahaliea
ASV3951,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Pseudohaliea
ASV3952,Proteobacteria,Gammaproteobacteria,Cellvibrionales,,
ASV3953,Proteobacteria,Gammaproteobacteria,,,
ASV3954,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Oceanicaulis
ASV3955,,,,,
ASV3956,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
ASV3957,Proteobacteria,Gammaproteobacteria,,,
ASV3958,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,
ASV3959,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Catenococcus
ASV3960,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Catenococcus
ASV3961,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
ASV3962,Proteobacteria,Alphaproteobacteria,,,
ASV3963,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,
ASV3964,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02
ASV3965,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,
ASV3966,Proteobacteria,Alphaproteobacteria,Thalassobaculales,,
ASV3967,Proteobacteria,Alphaproteobacteria,Rhodovibrionales,Kiloniellaceae,
ASV3968,Proteobacteria,Deltaproteobacteria,Bradymonadales,,
ASV3969,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,
ASV3970,Proteobacteria,Gammaproteobacteria,,,
ASV3971,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,
ASV3972,Proteobacteria,Deltaproteobacteria,,,
ASV3973,Actinobacteria,Acidimicrobiia,Actinomarinales,,
ASV3974,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group
ASV3975,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,Hydrogenedensaceae,
ASV3976,Proteobacteria,Alphaproteobacteria,Rhizobiales,,
ASV3977,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium
ASV3978,Proteobacteria,Deltaproteobacteria,SAR324_clade(Marine_group_B),,
ASV3979,Proteobacteria,Gammaproteobacteria,,,
ASV3980,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Acetoanaerobium
ASV3981,Proteobacteria,Gammaproteobacteria,EV818SWSAP88,,
ASV3982,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,
ASV3983,,,,,
ASV3984,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax
ASV3985,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,
ASV3986,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,
ASV3987,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,
ASV3988,Patescibacteria,Gracilibacteria,Candidatus_Peregrinibacteria,,
ASV3989,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Roseivirga
ASV3990,Chlamydiae,Chlamydiae,Chlamydiales,cvE6,
ASV3991,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,
ASV3992,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ia
ASV3993,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Janibacter
ASV3994,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,
ASV3995,Chlamydiae,Chlamydiae,Chlamydiales,Criblamydiaceae,
ASV3996,Chlamydiae,Chlamydiae,Chlamydiales,,
ASV3997,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Nitrosococcaceae,Cm1-21
ASV3998,Patescibacteria,Parcubacteria,Candidatus_Kaiserbacteria,,
ASV3999,Planctomycetes,Planctomycetacia,Planctomycetales,Schlesneriaceae,Schlesneria
ASV4000,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,
ASV4001,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula
ASV4002,Planctomycetes,,,,
ASV4003,Chlamydiae,Chlamydiae,Chlamydiales,,
ASV4004,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,Gemmata
ASV4005,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,Telmatocola
ASV4006,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,Fimbriiglobus
ASV4007,Patescibacteria,Parcubacteria,Candidatus_Kaiserbacteria,,
ASV4008,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Bythopirellula
ASV4009,Planctomycetes,Planctomycetacia,Planctomycetales,Gimesiaceae,
ASV4010,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,Candidatus_Fritschea
ASV4011,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,Ga0074140
ASV4012,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,
ASV4013,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,
ASV4014,Proteobacteria,,,,
ASV4015,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas
ASV4016,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,
ASV4017,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
ASV4018,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marinibacterium
ASV4019,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marinibacterium
ASV4020,Proteobacteria,Deltaproteobacteria,,,
ASV4021,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,
ASV4022,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Aestuariibacter
ASV4023,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Thiovulum
ASV4024,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Marinicella
ASV4025,Proteobacteria,Alphaproteobacteria,Holosporales,Holosporaceae,Candidatus_Gortzia
ASV4026,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae_(Subgroup_3),Bryobacter
ASV4027,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,
ASV4028,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,
ASV4029,Proteobacteria,Deltaproteobacteria,SAR324_clade(Marine_group_B),,
ASV4030,Dadabacteria,Dadabacteriia,Dadabacteriales,,
ASV4031,Dadabacteria,Dadabacteriia,Dadabacteriales,,
ASV4032,Bacteroidetes,Bacteroidia,Chitinophagales,37-13,
ASV4033,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,
ASV4034,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Neisseriaceae,Neisseria
ASV4035,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Herbaspirillum
ASV4036,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia
ASV4037,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,Candidatus_Methylopumilus
ASV4038,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,
ASV4039,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Portibacter
ASV4040,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella
ASV4041,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella
ASV4042,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Portibacter
ASV4043,Spirochaetes,Leptospirae,Leptospirales,Leptospiraceae,
ASV4044,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,
ASV4045,Patescibacteria,,,,
ASV4046,Bacteroidetes,Bacteroidia,Chitinophagales,,
ASV4047,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV4048,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,
ASV4049,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_1
ASV4050,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV4051,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudorhodobacter
ASV4052,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium
ASV4053,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
ASV4054,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudochrobactrum
ASV4055,Proteobacteria,Gammaproteobacteria,SAR86_clade,,
ASV4056,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,
ASV4057,Proteobacteria,Gammaproteobacteria,KI89A_clade,,
ASV4058,Proteobacteria,Gammaproteobacteria,,,
ASV4059,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella
ASV4060,Proteobacteria,Gammaproteobacteria,,,
ASV4061,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Algiphilaceae,Algiphilus
ASV4062,Proteobacteria,Alphaproteobacteria,Caulobacterales,Parvularculaceae,
ASV4063,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,
ASV4064,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter
ASV4065,Proteobacteria,Alphaproteobacteria,,,
ASV4066,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,
ASV4067,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,
ASV4068,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,
ASV4069,Proteobacteria,Alphaproteobacteria,Caulobacterales,Parvularculaceae,Amphiplicatus
ASV4070,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,Terasakiella
ASV4071,Proteobacteria,,,,
ASV4072,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Pajaroellobacter
ASV4073,Proteobacteria,Gammaproteobacteria,,,
ASV4074,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV4075,Bacteroidetes,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus_Amoebophilus
ASV4076,Bacteroidetes,Bacteroidia,Sphingobacteriales,,
ASV4077,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3
ASV4078,Proteobacteria,Deltaproteobacteria,SAR324_clade(Marine_group_B),,
ASV4079,Proteobacteria,Deltaproteobacteria,,,
ASV4080,Proteobacteria,,,,
ASV4081,Proteobacteria,Alphaproteobacteria,Rhizobiales,,
ASV4082,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,
ASV4083,Proteobacteria,Alphaproteobacteria,Kordiimonadales,,
ASV4084,Gemmatimonadetes,Longimicrobia,Longimicrobiales,Longimicrobiaceae,
ASV4085,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,
ASV4086,Proteobacteria,Alphaproteobacteria,,,
ASV4087,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,
ASV4088,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,
ASV4089,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,
ASV4090,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
ASV4091,Proteobacteria,Gammaproteobacteria,,,
ASV4092,Proteobacteria,Gammaproteobacteria,Alteromonadales,,
ASV4093,Proteobacteria,Gammaproteobacteria,,,
ASV4094,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Pseudohaliea
ASV4095,Patescibacteria,CPR2,,,
ASV4096,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax
ASV4097,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,
ASV4098,Proteobacteria,Gammaproteobacteria,,,
ASV4099,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium
ASV4100,Proteobacteria,Gammaproteobacteria,,,
ASV4101,Proteobacteria,Gammaproteobacteria,,,
ASV4102,Proteobacteria,Alphaproteobacteria,,,
ASV4103,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,
ASV4104,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Halobacteriovorax
ASV4105,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02
ASV4106,Proteobacteria,Alphaproteobacteria,Rhodovibrionales,Kiloniellaceae,Tistlia
ASV4107,Proteobacteria,Alphaproteobacteria,,,
ASV4108,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,
ASV4109,Proteobacteria,Alphaproteobacteria,Micavibrionales,,
ASV4110,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Psychrilyobacter
ASV4111,Proteobacteria,Deltaproteobacteria,NB1-j,,
ASV4112,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,
ASV4113,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia
ASV4114,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Jatrophihabitans
ASV4115,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,
ASV4116,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter
ASV4117,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,
ASV4118,Proteobacteria,Gammaproteobacteria,,,
ASV4119,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,Francisella
ASV4120,Proteobacteria,Gammaproteobacteria,Alteromonadales,Marinobacteraceae,Marinobacter
ASV4121,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,
ASV4122,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,
ASV4123,Patescibacteria,Parcubacteria,,,
ASV4124,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,
ASV4125,,,,,
ASV4126,,,,,
ASV4127,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV4128,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,
ASV4129,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium_1
ASV4130,Actinobacteria,Actinobacteria,Corynebacteriales,Dietziaceae,Dietzia
ASV4131,Actinobacteria,Acidimicrobiia,Actinomarinales,,
ASV4132,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Janibacter
ASV4133,Proteobacteria,Gammaproteobacteria,SS1-B-04-55,,
ASV4134,Lentisphaerae,Oligosphaeria,,,
ASV4135,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,
ASV4136,Planctomycetes,,,,
ASV4137,Planctomycetes,,,,
ASV4138,Planctomycetes,,,,
ASV4139,PAUC34f,,,,
ASV4140,Latescibacteria,,,,
ASV4141,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula
ASV4142,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4_lineage
ASV4143,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,
ASV4144,Chlamydiae,Chlamydiae,Chlamydiales,Criblamydiaceae,
ASV4145,Planctomycetes,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,
ASV4146,Planctomycetes,Planctomycetacia,,,
ASV4147,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,
ASV4148,Chlamydiae,Chlamydiae,Chlamydiales,Chlamydiaceae,
ASV4149,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,
ASV4150,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10
ASV4151,Patescibacteria,Gracilibacteria,Absconditabacteriales_(SR1),,
ASV4152,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Nioella
ASV4153,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudodonghicola
ASV4154,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudodonghicola
ASV4155,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseivivax
ASV4156,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV4157,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Ponticaulis
ASV4158,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,
ASV4159,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Parasphingopyxis
ASV4160,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,
ASV4161,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,
ASV4162,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
ASV4163,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Ponticaulis
ASV4164,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,
ASV4165,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,
ASV4166,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Aestuariibacter
ASV4167,Proteobacteria,,,,
ASV4168,Proteobacteria,Deltaproteobacteria,,,
ASV4169,Proteobacteria,Gammaproteobacteria,,,
ASV4170,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,
ASV4171,Bacteroidetes,Bacteroidia,Chitinophagales,,
ASV4172,Proteobacteria,Alphaproteobacteria,,,
ASV4173,Proteobacteria,Alphaproteobacteria,Holosporales,Holosporaceae,
ASV4174,Patescibacteria,Gracilibacteria,JGI_0000069-P22,,
ASV4175,Bacteroidetes,Bacteroidia,Cytophagales,,
ASV4176,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,
ASV4177,Proteobacteria,Deltaproteobacteria,SAR324_clade(Marine_group_B),,
ASV4178,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira
ASV4179,Bacteroidetes,Ignavibacteria,OPB56,,
ASV4180,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Achromobacter
ASV4181,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Cupriavidus
ASV4182,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Wenzhouxiangella
ASV4183,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,MWH-UniP1_aquatic_group
ASV4184,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Pelomonas
ASV4185,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,
ASV4186,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia
ASV4187,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Candidatus_Alysiosphaera
ASV4188,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Portibacter
ASV4189,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospira
ASV4190,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Portibacter
ASV4191,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,
ASV4192,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter
ASV4193,Patescibacteria,Gracilibacteria,Candidatus_Peregrinibacteria,,
ASV4194,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV4195,Proteobacteria,Gammaproteobacteria,F9P41300-M23,,
ASV4196,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_1
ASV4197,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,
ASV4198,Firmicutes,Clostridia,Clostridiales,Family_XII,Fusibacter
ASV4199,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium
ASV4200,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus
ASV4201,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,
ASV4202,Proteobacteria,Alphaproteobacteria,,,
ASV4203,Patescibacteria,ABY1,Candidatus_Kerfeldbacteria,,
ASV4204,Proteobacteria,Gammaproteobacteria,SZB50,,
ASV4205,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,
ASV4206,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Litoricolaceae,Litoricola
ASV4207,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella
ASV4208,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,
ASV4209,Proteobacteria,Alphaproteobacteria,Parvibaculales,Parvibaculaceae,Candidatus_Phaeomarinobacter
ASV4210,Planctomycetes,,,,
ASV4211,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter
ASV4212,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
ASV4213,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
ASV4214,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
ASV4215,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Ignavigranum
ASV4216,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Eremococcus
ASV4217,Proteobacteria,Alphaproteobacteria,,,
ASV4218,Proteobacteria,Alphaproteobacteria,,,
ASV4219,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
ASV4220,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV4221,Proteobacteria,Alphaproteobacteria,,,
ASV4222,Proteobacteria,Alphaproteobacteria,Caulobacterales,,
ASV4223,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium
ASV4224,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus
ASV4225,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV4226,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,
ASV4227,Bacteroidetes,Bacteroidia,Bacteroidales,Marinifilaceae,Marinifilum
ASV4228,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02
ASV4229,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02
ASV4230,Bacteroidetes,Bacteroidia,Bacteroidales,Marinifilaceae,
ASV4231,Fibrobacteres,Chitinivibrionia,Chitinivibrionales,Chitinivibrionaceae,Chitinivibrio
ASV4232,,,,,
ASV4233,Proteobacteria,Alphaproteobacteria,Rhizobiales,,
ASV4234,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,
ASV4235,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4_marine_group
ASV4237,Proteobacteria,,,,
ASV4238,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio
ASV4239,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hyphobacterium
ASV4240,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,Calorithrix
ASV4241,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,Calorithrix
ASV4242,Proteobacteria,Alphaproteobacteria,Kordiimonadales,Temperatibacteraceae,Temperatibacter
ASV4243,Proteobacteria,Deltaproteobacteria,PB19,,
ASV4244,Proteobacteria,Deltaproteobacteria,PB19,,
ASV4245,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Hoppeia
ASV4246,Bacteroidetes,Rhodothermia,Balneolales,Balneolaceae,B2706-C7
ASV4247,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ASV4248,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas
ASV4249,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7_clade
ASV4250,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Spongiibacter
ASV4251,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Luminiphilus
ASV4252,Proteobacteria,Gammaproteobacteria,,,
ASV4253,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aureicoccus
ASV4254,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
ASV4255,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Grimontia
ASV4256,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter
